test/regression/issue_1188_gitignore_progress_md_test.dart	e2e	spawn-heavy (CI 0.1s)
test/regression/issue_1385_1386_zero_artifact_honesty_test.dart	e2e	spawn-heavy (CI 1.0s)
test/regression/issue_942_entity_name_collides_framework_export_test.dart	e2e	spawn-heavy (CI 1.6s)
test/scripts/create_new_feature_branch_test.dart	e2e	spawn-heavy (CI 0.4s)
test/simulation/adapter_parity_checker_test.dart	e2e	spawn-heavy (CI 0.8s)
test/simulation/simulate_command_test.dart	e2e	spawn-heavy (CI 0.7s)
test/simulation/simulation_flavor_test.dart	e2e	spawn-heavy (CI 1.2s)
test/simulation/worlds/simulate_worlds_command_test.dart	e2e	spawn-heavy (CI 4.6s)
test/skew/bug_1197_two_end_matrix_test.dart	e2e	spawn-heavy (CI 0.0s)
test/skin/vm_tap_driver_test.dart	e2e	spawn-heavy (CI 41.4s)
test/templates/self_hosting/datasource_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.4s)
test/templates/self_hosting/di_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.6s)
test/templates/self_hosting/mock_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.4s)
test/templates/self_hosting/publish_gate_test.dart	e2e	spawn-heavy (CI 0.7s)
test/templates/self_hosting/repository_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.3s)
test/templates/self_hosting/route_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 1.0s)
test/templates/self_hosting/service_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 13.9s)
test/templates/self_hosting/state_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.3s)
test/templates/self_hosting/usecase_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 14.1s)
test/templates/self_hosting/view_template_self_hosting_test.dart	slow	compile/self-hosting gate (CI 0.8s)
